Subject,Condition,TweetID,TweetAccuracy,TweetEngage,TEndTime,TPageTime,TPAccuracy,TPEngage,TPEndTime,TPPageTime,FakeRate,FEndTime,FPageTime,Covid_Freq,Political_View,Twitter_Exp,Tweet_Freq,Trust_Tweet,Covid_Vacc,Photoshop,Age,Gender,Education
29,3,2,Very Inaccurate (1),No Engagement,9.122,9.552,Very Inaccurate (1),No Engagement,4.34,5.074,More fake than real (2),8.53,9.483,Once or twice a week,Slightly Conservative,"Yes, somewhat experienced",Once or twice a week,6,"Yes, fully vaccinated","Yes, but I just started using it",30-39,Female,Graduate degree
30,1,2,Neither Accurate nor Inaccurate (3),No Engagement,16.682,17.236,Somewhat Accurate (4),Like,11.009,11.992,I'm not sure (3),2.158,2.752,More than once a week,Very Liberal,Prefer not to say,I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Female,Bachelor degree
30,2,1,Somewhat Accurate (4),No Engagement,7.098,7.592,Neither Accurate nor Inaccurate (3),No Engagement,7.887,8.638,I'm not sure (3),5.564,6.152,More than once a week,Very Liberal,Prefer not to say,I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Female,Bachelor degree
30,3,3,Very Inaccurate (1),No Engagement,9.247,10.165,Very Inaccurate (1),No Engagement,7.492,8.021,I'm not sure (3),5.024,5.781,More than once a week,Very Liberal,Prefer not to say,I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Female,Bachelor degree
31,1,3,Very Inaccurate (1),No Engagement,5.106,6.839,Very Inaccurate (1),No Engagement,4.302,5.842,I'm not sure (3),1.13,2.008,More than once a week,Very Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,6,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
31,2,1,Very Inaccurate (1),No Engagement,1.316,2.972,Very Inaccurate (1),No Engagement,2.582,4.945,More real than fake (4),0,2.146,More than once a week,Very Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,6,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
31,3,2,Somewhat Inaccurate (2),No Engagement,1.329,2.87,Very Inaccurate (1),No Engagement,2.75,3.279,Definitely fake (1),0,0.935,More than once a week,Very Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,6,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
32,1,1,Neither Accurate nor Inaccurate (3),No Engagement,1.513,3.212,Neither Accurate nor Inaccurate (3),No Engagement,2.645,3.383,More fake than real (2),1.313,1.587,Once or twice a week,Very Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
32,2,2,Neither Accurate nor Inaccurate (3),No Engagement,1.368,2.052,Neither Accurate nor Inaccurate (3),No Engagement,5.483,6.294,More fake than real (2),0,0.656,Once or twice a week,Very Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
32,3,3,Somewhat Inaccurate (2),No Engagement,2.757,3.844,Somewhat Inaccurate (2),No Engagement,1.692,2.688,More fake than real (2),0,0.685,Once or twice a week,Very Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
33,1,2,Neither Accurate nor Inaccurate (3),No Engagement,5.074,5.593,Neither Accurate nor Inaccurate (3),No Engagement,4.981,5.464,I'm not sure (3),4.555,5.198,Once a month,Slightly Liberal,"Yes, very experienced",More than once a week,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Male,Some college but no degree
33,2,1,Somewhat Inaccurate (2),No Engagement,13.043,13.62,Somewhat Inaccurate (2),No Engagement,11.05,12.577,More fake than real (2),26.041,26.492,Once a month,Slightly Liberal,"Yes, very experienced",More than once a week,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Male,Some college but no degree
33,3,3,Very Inaccurate (1),No Engagement,30.56,31.109,Very Inaccurate (1),No Engagement,3.378,4.173,Definitely fake (1),1.455,2.201,Once a month,Slightly Liberal,"Yes, very experienced",More than once a week,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Male,Some college but no degree
34,1,3,Somewhat Accurate (4),No Engagement,11.029,12.814,Somewhat Accurate (4),No Engagement,2.374,3.864,More fake than real (2),0,1.161,A few times,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","No, I've never used it",30-39,Female,Some college but no degree
34,2,1,Very Accurate (5),No Engagement,4.28,5.353,Very Accurate (5),No Engagement,5.194,5.757,More fake than real (2),0,1.326,A few times,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","No, I've never used it",30-39,Female,Some college but no degree
34,3,2,Neither Accurate nor Inaccurate (3),No Engagement,4.39,6.088,Neither Accurate nor Inaccurate (3),No Engagement,3.415,4.455,More fake than real (2),1.983,3.126,A few times,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","No, I've never used it",30-39,Female,Some college but no degree
35,1,1,Neither Accurate nor Inaccurate (3),No Engagement,4.896,5.473,Neither Accurate nor Inaccurate (3),No Engagement,1.386,2.414,Definitely fake (1),0.87,2.455,Prefer not to say,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,4,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Male,Bachelor degree
35,2,3,Very Inaccurate (1),Prefer not to say,3.734,4.352,Very Inaccurate (1),Prefer not to say,1.644,2.675,More real than fake (4),2.213,3.267,Prefer not to say,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,4,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Male,Bachelor degree
35,3,2,Neither Accurate nor Inaccurate (3),Like,5.066,5.905,Neither Accurate nor Inaccurate (3),Like,2.892,3.885,More fake than real (2),0,0.569,Prefer not to say,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,4,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Male,Bachelor degree
36,1,3,Very Inaccurate (1),No Engagement,12.418,14.16,Neither Accurate nor Inaccurate (3),No Engagement,21.207,21.999,I'm not sure (3),10.79,12.118,Once or twice a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,6,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Female,Bachelor degree
36,2,1,Very Inaccurate (1),Reply,41.575,42.368,Somewhat Inaccurate (2),Reply,18.099,18.9,More fake than real (2),11.785,12.827,Once or twice a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,6,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Female,Bachelor degree
36,3,2,Somewhat Inaccurate (2),No Engagement,25.28,26.412,Very Inaccurate (1),No Engagement,26.065,29.9,I'm not sure (3),7.751,8.382,Once or twice a week,Slightly Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,6,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Female,Bachelor degree
37,1,2,Somewhat Inaccurate (2),No Engagement,28.694,29.576,Somewhat Accurate (4),Reply,39.876,41.455,More real than fake (4),7.532,9.063,Once a week,Slightly Liberal,"Yes, somewhat experienced",Once a month,3,"Yes, fully vaccinated","No, I've never used it",40-49,Female,"High school degree or equivalent (e.g., GED)"
37,2,3,Very Inaccurate (1),No Engagement,33.035,34.231,Very Inaccurate (1),No Engagement,18.577,19.444,Definitely real (5),2.879,4.018,Once a week,Slightly Liberal,"Yes, somewhat experienced",Once a month,3,"Yes, fully vaccinated","No, I've never used it",40-49,Female,"High school degree or equivalent (e.g., GED)"
37,3,1,Somewhat Accurate (4),No Engagement,13.575,14.105,Somewhat Inaccurate (2),No Engagement,19.019,20.352,More fake than real (2),9.149,10.126,Once a week,Slightly Liberal,"Yes, somewhat experienced",Once a month,3,"Yes, fully vaccinated","No, I've never used it",40-49,Female,"High school degree or equivalent (e.g., GED)"
38,1,1,Neither Accurate nor Inaccurate (3),No Engagement,3.978,4.666,Somewhat Accurate (4),Like,3.633,4.374,I'm not sure (3),0,0.778,A few times,Very Conservative,"Yes, somewhat experienced",Once or twice a week,7,Prefer not to say,"Yes, very experienced",18-29,Female,Some college but no degree
38,2,2,Somewhat Accurate (4),Like,6.635,7.112,Somewhat Accurate (4),Like,1.592,6.171,More fake than real (2),0,2.431,A few times,Very Conservative,"Yes, somewhat experienced",Once or twice a week,7,Prefer not to say,"Yes, very experienced",18-29,Female,Some college but no degree
38,3,3,Somewhat Inaccurate (2),No Engagement,8.624,10.106,Very Inaccurate (1),No Engagement,4.586,6.479,Definitely fake (1),0,0.873,A few times,Very Conservative,"Yes, somewhat experienced",Once or twice a week,7,Prefer not to say,"Yes, very experienced",18-29,Female,Some college but no degree
39,1,3,Somewhat Inaccurate (2),No Engagement,16.371,17.384,Somewhat Inaccurate (2),No Engagement,12.295,13.456,More real than fake (4),6.667,7.891,A few times,Very Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, I have at least one round of the series","No, I've never used it",18-29,Female,Graduate degree
39,2,2,Somewhat Inaccurate (2),No Engagement,13.597,14.804,Somewhat Inaccurate (2),No Engagement,9.974,11.269,More fake than real (2),6.579,7.406,A few times,Very Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, I have at least one round of the series","No, I've never used it",18-29,Female,Graduate degree
39,3,1,Somewhat Accurate (4),Like,27.796,28.824,Somewhat Accurate (4),Like,21.781,22.892,More fake than real (2),7.353,8.622,A few times,Very Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, I have at least one round of the series","No, I've never used it",18-29,Female,Graduate degree
40,1,3,Very Inaccurate (1),No Engagement,5.047,6.152,Very Inaccurate (1),No Engagement,8.21,9.953,More fake than real (2),2.075,3.311,More than once a week,Slightly Liberal,"Yes, very experienced",Once a month,7,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Male,Some college but no degree
40,2,2,Very Inaccurate (1),No Engagement,28.397,29.125,Somewhat Inaccurate (2),No Engagement,7.599,12.537,I'm not sure (3),1.355,2.497,More than once a week,Slightly Liberal,"Yes, very experienced",Once a month,7,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Male,Some college but no degree
40,3,1,Very Inaccurate (1),No Engagement,6.341,16.919,Very Inaccurate (1),No Engagement,21.297,26.624,Definitely fake (1),1.175,2.423,More than once a week,Slightly Liberal,"Yes, very experienced",Once a month,7,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Male,Some college but no degree
41,1,2,Somewhat Accurate (4),Like,2.934,3.805,Somewhat Accurate (4),Like,4.554,5.268,I'm not sure (3),0,0.835,More than once a week,Slightly Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",40-49,Female,Bachelor degree
41,2,3,Very Inaccurate (1),No Engagement,8.276,9.029,Very Inaccurate (1),No Engagement,1.738,2.607,I'm not sure (3),2.059,2.91,More than once a week,Slightly Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",40-49,Female,Bachelor degree
41,3,1,Somewhat Accurate (4),No Engagement,2.864,4.023,Somewhat Accurate (4),No Engagement,2.099,2.989,More fake than real (2),2.847,3.759,More than once a week,Slightly Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",40-49,Female,Bachelor degree
42,1,2,Very Accurate (5),Like,2.782,4.817,Very Accurate (5),Like,2.311,3.838,More real than fake (4),0,0.75,Once a week,Very Liberal,"Yes, very experienced",Once or twice a week,8,"Yes, fully vaccinated","No, I've never used it",30-39,Male,Some college but no degree
42,2,1,Somewhat Accurate (4),No Engagement,8.078,9.771,Very Accurate (5),Like,6.095,7.284,More real than fake (4),0,0.88,Once a week,Very Liberal,"Yes, very experienced",Once or twice a week,8,"Yes, fully vaccinated","No, I've never used it",30-39,Male,Some college but no degree
42,3,3,Somewhat Accurate (4),No Engagement,2.488,3.393,Somewhat Inaccurate (2),No Engagement,3.862,5.005,I'm not sure (3),4.762,5.539,Once a week,Very Liberal,"Yes, very experienced",Once or twice a week,8,"Yes, fully vaccinated","No, I've never used it",30-39,Male,Some college but no degree
43,1,2,Neither Accurate nor Inaccurate (3),No Engagement,4.552,5.574,Neither Accurate nor Inaccurate (3),No Engagement,6.168,7.358,I'm not sure (3),0,1.035,Once or twice a week,Slightly Conservative,"Yes, very experienced",Once or twice a week,3,"Yes, fully vaccinated","Yes, very experienced",30-39,Male,Bachelor degree
43,2,3,Very Inaccurate (1),No Engagement,5.048,5.838,Very Inaccurate (1),Reply,3.392,4.336,More fake than real (2),0,1.188,Once or twice a week,Slightly Conservative,"Yes, very experienced",Once or twice a week,3,"Yes, fully vaccinated","Yes, very experienced",30-39,Male,Bachelor degree
43,3,1,Somewhat Inaccurate (2),No Engagement,2.128,3.188,Very Inaccurate (1),No Engagement,1.784,2.788,More real than fake (4),5.097,5.901,Once or twice a week,Slightly Conservative,"Yes, very experienced",Once or twice a week,3,"Yes, fully vaccinated","Yes, very experienced",30-39,Male,Bachelor degree
44,1,3,Very Inaccurate (1),No Engagement,3.096,4.469,Very Inaccurate (1),No Engagement,3.897,4.918,I'm not sure (3),0,0.749,Once or twice a week,Slightly Liberal,"Yes, but I just joined",A few times,Neutral 5,"Yes, fully vaccinated","Yes, but I just started using it",30-39,Female,Bachelor degree
44,2,1,Very Inaccurate (1),No Engagement,1.712,3.637,Very Inaccurate (1),No Engagement,2.76,3.587,More real than fake (4),0,0.612,Once or twice a week,Slightly Liberal,"Yes, but I just joined",A few times,Neutral 5,"Yes, fully vaccinated","Yes, but I just started using it",30-39,Female,Bachelor degree
44,3,2,Somewhat Inaccurate (2),No Engagement,5.416,8.132,Very Inaccurate (1),No Engagement,1.688,2.805,Definitely fake (1),0,1.541,Once or twice a week,Slightly Liberal,"Yes, but I just joined",A few times,Neutral 5,"Yes, fully vaccinated","Yes, but I just started using it",30-39,Female,Bachelor degree
45,1,1,Neither Accurate nor Inaccurate (3),Prefer not to say,176.996,178.007,Somewhat Accurate (4),Like,1.859,2.96,More real than fake (4),5.119,6.28,Once a month,Very Liberal,"Yes, very experienced",Once or twice a week,7,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Male,Associate degree
45,2,3,Very Inaccurate (1),No Engagement,2.77,4.603,Very Inaccurate (1),No Engagement,22.136,23.078,Definitely fake (1),1.125,2.5,Once a month,Very Liberal,"Yes, very experienced",Once or twice a week,7,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Male,Associate degree
45,3,2,Somewhat Accurate (4),Like,2.357,3.082,Very Inaccurate (1),No Engagement,4.155,4.885,Definitely fake (1),0,0.77,Once a month,Very Liberal,"Yes, very experienced",Once or twice a week,7,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Male,Associate degree
46,1,2,Very Inaccurate (1),No Engagement,3.989,5.363,Very Inaccurate (1),No Engagement,3.439,4.49,More real than fake (4),0,1.446,A few times,Slightly Liberal,"Yes, somewhat experienced",Once a month,Neutral 5,"Yes, fully vaccinated","Yes, but I just started using it",18-29,Female,Graduate degree
