Accuracy,Engagement,HasProfile,TweetID,Condition,SubjectID,Political View,Trust Tweet,Photoshop,Timing,FPTiming
Neither Accurate nor Inaccurate (3),No Engagement,No,2,1,240,Very Liberal,6,"Yes, somewhat experienced",2.236,0
Somewhat Accurate (4),No Engagement,No,2,1,241,Very Liberal,6,"No, I've never used it",2.987,1.668
Very Inaccurate (1),No Engagement,No,1,1,242,Slightly Liberal,6,"Yes,  but I just started using it",17.671,12.283
Somewhat Inaccurate (2),No Engagement,No,1,1,243,Very Liberal,6,"No, I've never used it",3.876,0
Somewhat Inaccurate (2),No Engagement,No,1,1,244,Slightly Conservative,4,"Yes,  but I just started using it",21.037,3.714
Very Inaccurate (1),No Engagement,No,3,1,245,Very Liberal,Neutral   5,"Yes,  but I just started using it",11.994,10.627
Neither Accurate nor Inaccurate (3),No Engagement,No,1,1,246,Very Liberal,6,"No, I've never used it",9.52,0
Somewhat Inaccurate (2),No Engagement,No,1,1,247,Slightly Liberal,6,"No, I've never used it",1.789,2.175
Somewhat Accurate (4),No Engagement,No,3,1,248,Very Liberal,7,"Yes, somewhat experienced",13.466,22.536
Very Accurate (5),External Share,No,2,1,249,Very Conservative,7,"Yes, somewhat experienced",12.812,1.463
Very Inaccurate (1),No Engagement,No,3,1,250,Prefer not to say,Neutral   5,"No, I've never used it",5.085,0.923
Very Inaccurate (1),No Engagement,No,1,1,251,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",6.549,1.91
Very Inaccurate (1),No Engagement,No,3,1,252,Slightly Conservative,2,"No, I've never used it",13.45,1.946
Neither Accurate nor Inaccurate (3),No Engagement,No,1,1,253,Very Liberal,8,"No, I've never used it",12.683,4.306
Very Inaccurate (1),No Engagement,No,1,1,254,Very Liberal,4,"Yes, somewhat experienced",18.681,9.824
Very Inaccurate (1),No Engagement,No,1,1,255,Slightly Conservative,6,"Yes,  but I just started using it",30.783,19.34
Very Inaccurate (1),No Engagement,No,2,1,256,Slightly Conservative,3,"No, I've never used it",7.544,0
Somewhat Accurate (4),No Engagement,No,1,1,257,Slightly Liberal,Neutral   5,"Yes,  but I just started using it",4.582,0
Neither Accurate nor Inaccurate (3),No Engagement,No,3,1,258,Very Conservative,Neutral   5,"No, I've never used it",1.243,0
Somewhat Inaccurate (2),No Engagement,No,1,1,259,Very Liberal,3,"Yes, somewhat experienced",11.422,3.261
Neither Accurate nor Inaccurate (3),Like,No,2,1,260,Very Liberal,Neutral   5,"Yes, somewhat experienced",28.648,6.82
Very Inaccurate (1),No Engagement,No,3,1,261,Very Liberal,4,"No, I've never used it",9.452,2.837
Neither Accurate nor Inaccurate (3),No Engagement,No,3,1,262,Slightly Liberal,Neutral   5,"No, I've never used it",5.573,4.345
Somewhat Accurate (4),Like,No,3,1,263,Very Conservative,Neutral   5,"No, I've never used it",7.184,1.527
Very Accurate (5),No Engagement,No,1,1,264,Very Conservative,2,"Yes, somewhat experienced",1.665,0
Very Inaccurate (1),No Engagement,No,2,1,265,Very Liberal,4,"No, I've never used it",14.317,19.989
Somewhat Inaccurate (2),No Engagement,No,3,1,266,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",2.904,0
Very Inaccurate (1),No Engagement,No,1,1,267,Slightly Liberal,4,"Yes,  but I just started using it",20.359,0
Very Accurate (5),No Engagement,No,2,1,268,Very Liberal,7,"Yes,  but I just started using it",9.271,3.669
Neither Accurate nor Inaccurate (3),No Engagement,No,2,1,269,Prefer not to say,Neutral   5,"Yes, somewhat experienced",6.819,0
Very Inaccurate (1),No Engagement,No,3,1,270,Very Liberal,4,"No, I've never used it",7.648,3.86
Very Inaccurate (1),No Engagement,No,3,1,271,Very Liberal,7,Prefer not to say,33.554,14.247
Somewhat Inaccurate (2),No Engagement,No,2,1,272,Very Liberal,8,"No, I've never used it",5.236,0
Somewhat Accurate (4),No Engagement,No,1,1,273,Slightly Conservative,Neutral   5,"Yes, very experienced",4.993,0
Neither Accurate nor Inaccurate (3),No Engagement,No,1,1,274,Very Liberal,Neutral   5,"No, I've never used it",24.795,0
Very Inaccurate (1),No Engagement,No,2,1,275,Slightly Conservative,6,"Yes, somewhat experienced",35.596,4.546
Neither Accurate nor Inaccurate (3),No Engagement,No,1,1,276,Very Liberal,Neutral   5,"Yes, very experienced",4.42,0
Somewhat Inaccurate (2),No Engagement,No,1,1,277,Very Liberal,4,"No, I've never used it",2.598,0
Neither Accurate nor Inaccurate (3),No Engagement,No,2,1,278,Slightly Liberal,6,"No, I've never used it",5.033,0
Neither Accurate nor Inaccurate (3),No Engagement,No,2,1,279,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",6.063,5.053
Somewhat Accurate (4),No Engagement,No,1,1,280,Very Liberal,Neutral   5,"No, I've never used it",6.517,3.699
Very Inaccurate (1),No Engagement,No,3,1,281,Very Liberal,8,"No, I've never used it",24.006,8.639
Very Inaccurate (1),No Engagement,No,1,1,282,Very Liberal,Neutral   5,"Yes, somewhat experienced",9.606,20.252
Somewhat Inaccurate (2),No Engagement,No,2,1,283,Slightly Liberal,2,"Yes, very experienced",10.96,10.591
Somewhat Inaccurate (2),No Engagement,No,3,1,284,Very Liberal,3,"Yes, somewhat experienced",22.373,2.561
Very Inaccurate (1),No Engagement,No,3,1,285,Slightly Liberal,8,"No, I've never used it",10.56,8.552
Very Inaccurate (1),No Engagement,No,2,1,286,Slightly Conservative,7,"Yes, somewhat experienced",2.383,3.985
Neither Accurate nor Inaccurate (3),No Engagement,No,1,1,287,Very Liberal,Neutral   5,"Yes, very experienced",5.848,0
Somewhat Inaccurate (2),No Engagement,No,3,1,288,Slightly Liberal,7,"Yes, somewhat experienced",2.438,0
Neither Accurate nor Inaccurate (3),External Share,No,2,1,289,Slightly Liberal,Neutral   5,"No, I've never used it",18.149,10.937
Somewhat Inaccurate (2),No Engagement,No,2,1,290,Slightly Liberal,Neutral   5,"Yes, very experienced",38.781,4.072
Very Inaccurate (1),No Engagement,No,1,1,291,Slightly Conservative,6,"No, I've never used it",44.247,0
Very Inaccurate (1),No Engagement,No,1,1,292,Slightly Liberal,7,"Yes, somewhat experienced",1.131,0
Very Inaccurate (1),No Engagement,No,3,1,293,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",9.607,0
Very Inaccurate (1),No Engagement,No,2,1,294,Slightly Conservative,4,"Yes, very experienced",15.092,14.307
Very Inaccurate (1),No Engagement,No,2,1,295,Slightly Conservative,7,"Yes, somewhat experienced",1.847,0
Neither Accurate nor Inaccurate (3),No Engagement,No,1,1,296,Very Liberal,Neutral   5,"Yes, somewhat experienced",24.964,0
Somewhat Inaccurate (2),Reply,No,3,1,297,Very Conservative,6,"Yes,  but I just started using it",7.126,12.24
Neither Accurate nor Inaccurate (3),No Engagement,No,1,1,298,Slightly Liberal,Neutral   5,"No, I've never used it",4.15,1.694
Neither Accurate nor Inaccurate (3),Reply,No,3,1,299,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",11.483,9.3
Somewhat Inaccurate (2),No Engagement,No,2,1,300,Slightly Liberal,4,"No, I've never used it",7.735,0
Somewhat Inaccurate (2),No Engagement,No,1,1,301,Very Liberal,8,"Yes, somewhat experienced",5.544,0.776
Very Inaccurate (1),No Engagement,No,1,1,302,Slightly Liberal,7,"Yes, somewhat experienced",1.68,0
Somewhat Accurate (4),No Engagement,No,3,1,303,Slightly Conservative,Neutral   5,"No, I've never used it",3.623,0
Very Inaccurate (1),No Engagement,No,1,1,304,Slightly Liberal,Neutral   5,"No, I've never used it",4.392,6.193
Very Inaccurate (1),No Engagement,No,3,1,305,Slightly Conservative,3,"Yes,  but I just started using it",55.565,3.161
Neither Accurate nor Inaccurate (3),No Engagement,No,1,1,306,Slightly Liberal,4,"Yes,  but I just started using it",6.673,10.333
Somewhat Inaccurate (2),No Engagement,No,1,1,307,Slightly Liberal,4,"No, I've never used it",3.652,0
Somewhat Accurate (4),No Engagement,No,1,1,308,Very Conservative,Neutral   5,"No, I've never used it",2.88,0
Somewhat Inaccurate (2),No Engagement,No,2,1,309,Slightly Liberal,4,"No, I've never used it",3.393,0.62
Very Inaccurate (1),No Engagement,No,2,1,310,Slightly Liberal,6,"No, I've never used it",2.297,0
Somewhat Accurate (4),Reply,No,2,1,311,Slightly Conservative,8,"No, I've never used it",120.912,18.277
Neither Accurate nor Inaccurate (3),Reply,No,1,1,312,Slightly Conservative,4,"Yes, somewhat experienced",90.139,39.281
Very Inaccurate (1),No Engagement,No,3,1,313,Slightly Liberal,4,"No, I've never used it",5.014,0
Neither Accurate nor Inaccurate (3),No Engagement,No,2,1,314,Slightly Conservative,Neutral   5,"Yes, somewhat experienced",5.534,13.539
Very Accurate (5),Like,No,2,1,315,Very Liberal,7,"No, I've never used it",2.122,0
Somewhat Accurate (4),No Engagement,No,1,1,316,Slightly Liberal,Neutral   5,Prefer not to say,1.343,0
Somewhat Accurate (4),No Engagement,No,1,1,317,Slightly Conservative,Neutral   5,"No, I've never used it",6.428,0
Very Inaccurate (1),No Engagement,No,3,1,318,Very Liberal,3,"No, I've never used it",1.376,0
Neither Accurate nor Inaccurate (3),No Engagement,No,3,1,319,Prefer not to say,3,"Yes, very experienced",1.812,2.298
Very Inaccurate (1),No Engagement,No,3,1,320,Very Liberal,7,"Yes, somewhat experienced",3.234,0.352
Very Inaccurate (1),No Engagement,No,2,1,321,Very Liberal,4,"Yes, very experienced",2.565,0
Neither Accurate nor Inaccurate (3),No Engagement,No,2,1,322,Slightly Liberal,Neutral   5,"No, I've never used it",40.076,50.463
Neither Accurate nor Inaccurate (3),No Engagement,No,3,1,323,Slightly Conservative,Neutral   5,"No, I've never used it",2.62,0
Somewhat Accurate (4),No Engagement,No,2,1,324,Slightly Conservative,3,"No, I've never used it",7.75,0
Very Inaccurate (1),No Engagement,No,1,1,325,Slightly Conservative,7,"Yes,  but I just started using it",96.905,0
Very Inaccurate (1),No Engagement,No,3,1,326,Very Liberal,Neutral   5,"Yes, somewhat experienced",3.854,0
Neither Accurate nor Inaccurate (3),External Share,No,1,1,327,Slightly Liberal,Neutral   5,"No, I've never used it",46.172,2.826
Very Inaccurate (1),No Engagement,No,2,1,328,Prefer not to say,Untrustworthy 1,"Yes, somewhat experienced",3.062,0
Somewhat Accurate (4),Prefer not to say,No,2,1,329,Slightly Conservative,Neutral   5,"Yes, somewhat experienced",2.881,0.725
Neither Accurate nor Inaccurate (3),No Engagement,No,2,1,330,Very Liberal,Neutral   5,"Yes, very experienced",13.631,0
Very Inaccurate (1),No Engagement,No,3,1,331,Slightly Conservative,2,"No, I've never used it",1.933,0
Somewhat Accurate (4),No Engagement,No,1,1,332,Slightly Liberal,Neutral   5,"No, I've never used it",5.942,0
Somewhat Inaccurate (2),No Engagement,No,3,1,333,Slightly Liberal,Neutral   5,"No, I've never used it",6.038,0
Very Inaccurate (1),No Engagement,No,2,1,334,Slightly Liberal,7,"Yes, somewhat experienced",19.242,17.8
Somewhat Inaccurate (2),No Engagement,No,2,1,335,Slightly Liberal,Neutral   5,"No, I've never used it",6.558,0
Very Accurate (5),No Engagement,No,1,1,336,Slightly Liberal,6,"Yes, somewhat experienced",7.096,13.848
Somewhat Accurate (4),No Engagement,No,1,1,337,Very Conservative,3,"Yes,  but I just started using it",10.542,0
Neither Accurate nor Inaccurate (3),No Engagement,No,2,1,338,Prefer not to say,Untrustworthy 1,"No, I've never used it",3.689,0
Somewhat Accurate (4),Like,No,3,1,339,Slightly Liberal,4,"Yes, somewhat experienced",72.306,12.599
Somewhat Inaccurate (2),No Engagement,No,1,1,340,Slightly Conservative,3,"Yes, somewhat experienced",32.334,2.544
Very Inaccurate (1),No Engagement,No,3,1,341,Very Liberal,7,"Yes, somewhat experienced",2,0
Neither Accurate nor Inaccurate (3),No Engagement,No,3,1,342,Prefer not to say,Neutral   5,"Yes,  but I just started using it",9.65,34.123
Very Inaccurate (1),No Engagement,No,1,1,343,Slightly Liberal,Neutral   5,"No, I've never used it",4.605,0
Very Inaccurate (1),No Engagement,No,3,1,344,Slightly Liberal,Neutral   5,"No, I've never used it",4.797,0
Very Inaccurate (1),No Engagement,Yes,3,1,1,Very Liberal,6,"No, I've never used it",3.253,2.38
Somewhat Inaccurate (2),No Engagement,Yes,2,1,2,Slightly Conservative,2,"Yes, somewhat experienced",3.433,0
Very Inaccurate (1),No Engagement,Yes,3,1,3,Slightly Liberal,4,"Yes,  but I just started using it",10.936,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,1,4,Prefer not to say,Neutral   5,"Yes, somewhat experienced",18.345,9.317
Very Accurate (5),No Engagement,Yes,1,1,5,Prefer not to say,Neutral   5,"Yes,  but I just started using it",8.485,4.474
Very Inaccurate (1),No Engagement,Yes,3,1,6,Slightly Liberal,7,"Yes,  but I just started using it",26.541,8.022
Somewhat Accurate (4),No Engagement,Yes,2,1,7,Slightly Conservative,Neutral   5,"No, I've never used it",3.946,10.718
Very Accurate (5),Like,Yes,1,1,8,Very Conservative,4,"No, I've never used it",6.592,0
Somewhat Inaccurate (2),No Engagement,Yes,3,1,9,Very Liberal,3,"Yes, somewhat experienced",3.568,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,3,1,10,Prefer not to say,2,"Yes, very experienced",6.355,3.642
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,1,11,Slightly Conservative,Neutral   5,"Yes, somewhat experienced",2.591,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,3,1,12,Very Liberal,9,"Yes, somewhat experienced",12.652,13.359
Somewhat Accurate (4),No Engagement,Yes,2,1,13,Slightly Liberal,6,"Yes, somewhat experienced",1.774,0
Somewhat Accurate (4),Like,Yes,1,1,14,Very Liberal,6,"No, I've never used it",23.405,5.975
Somewhat Accurate (4),Retweet,Yes,2,1,15,Slightly Liberal,4,"Yes,  but I just started using it",2.147,0.682
Neither Accurate nor Inaccurate (3),No Engagement,Yes,3,1,16,Slightly Liberal,Untrustworthy 1,"Yes, very experienced",5.184,0
Somewhat Accurate (4),No Engagement,Yes,1,1,17,Slightly Liberal,Neutral   5,"No, I've never used it",3.129,0
Somewhat Accurate (4),No Engagement,Yes,1,1,18,Very Liberal,7,"Yes, somewhat experienced",4.343,1.041
Very Accurate (5),No Engagement,Yes,2,1,19,Very Liberal,Untrustworthy 1,"Yes, somewhat experienced",25.033,7.849
Somewhat Inaccurate (2),No Engagement,Yes,2,1,20,Very Conservative,Neutral   5,"Yes, very experienced",1.719,0
Very Inaccurate (1),No Engagement,Yes,2,1,21,Very Liberal,3,"Yes, somewhat experienced",10.258,3.73
Somewhat Accurate (4),No Engagement,Yes,1,1,22,Very Liberal,Neutral   5,"No, I've never used it",2.021,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,3,1,23,Very Liberal,Neutral   5,"No, I've never used it",2.388,4.866
Very Inaccurate (1),No Engagement,Yes,3,1,24,Slightly Liberal,6,"No, I've never used it",2.211,0
Somewhat Accurate (4),No Engagement,Yes,3,1,25,Slightly Liberal,Untrustworthy 1,"Yes,  but I just started using it",11.281,8.416
Neither Accurate nor Inaccurate (3),No Engagement,Yes,3,1,26,Slightly Conservative,4,"Yes, somewhat experienced",4.099,0
Very Accurate (5),Retweet,Yes,3,1,27,Slightly Conservative,Neutral   5,"No, I've never used it",5.525,0
Neither Accurate nor Inaccurate (3),Prefer not to say,Yes,1,1,28,Prefer not to say,Neutral   5,"Yes, somewhat experienced",2.632,0.797
Very Inaccurate (1),No Engagement,Yes,1,1,29,Slightly Conservative,6,"Yes,  but I just started using it",7.289,0.973
Somewhat Accurate (4),Like,Yes,2,1,30,Very Liberal,Neutral   5,"Yes, somewhat experienced",11.009,2.158
Very Inaccurate (1),No Engagement,Yes,3,1,31,Very Liberal,6,"No, I've never used it",4.302,1.13
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,1,32,Very Liberal,Neutral   5,"No, I've never used it",2.645,1.313
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,1,33,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",4.981,4.555
Somewhat Accurate (4),No Engagement,Yes,3,1,34,Slightly Conservative,Neutral   5,"No, I've never used it",2.374,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,1,35,Slightly Liberal,4,"Yes, somewhat experienced",1.386,0.87
Neither Accurate nor Inaccurate (3),No Engagement,Yes,3,1,36,Slightly Liberal,6,"Yes, somewhat experienced",21.207,10.79
Somewhat Accurate (4),Reply,Yes,2,1,37,Slightly Liberal,3,"No, I've never used it",39.876,7.532
Somewhat Accurate (4),Like,Yes,1,1,38,Very Conservative,7,"Yes, very experienced",3.633,0
Somewhat Inaccurate (2),No Engagement,Yes,3,1,39,Very Conservative,Neutral   5,"No, I've never used it",12.295,6.667
Very Inaccurate (1),No Engagement,Yes,3,1,40,Slightly Liberal,7,"Yes, somewhat experienced",8.21,2.075
Somewhat Accurate (4),Like,Yes,2,1,41,Slightly Liberal,Neutral   5,"No, I've never used it",4.554,0
Very Accurate (5),Like,Yes,2,1,42,Very Liberal,8,"No, I've never used it",2.311,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,1,43,Slightly Conservative,3,"Yes, very experienced",6.168,0
Very Inaccurate (1),No Engagement,Yes,3,1,44,Slightly Liberal,Neutral   5,"Yes,  but I just started using it",3.897,0
Somewhat Accurate (4),Like,Yes,1,1,45,Very Liberal,7,"Yes, somewhat experienced",1.859,5.119
Very Inaccurate (1),No Engagement,Yes,2,1,46,Slightly Liberal,Neutral   5,"Yes,  but I just started using it",3.439,0
Somewhat Inaccurate (2),No Engagement,Yes,3,1,47,Slightly Liberal,Untrustworthy 1,"No, I've never used it",11.737,23.102
Somewhat Accurate (4),No Engagement,Yes,2,1,48,Very Liberal,9,"No, I've never used it",3.992,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,1,49,Slightly Liberal,7,"Yes, very experienced",16.312,1.298
Somewhat Inaccurate (2),No Engagement,Yes,1,1,50,Very Liberal,7,"Yes, somewhat experienced",8.327,3.681
Very Inaccurate (1),No Engagement,Yes,1,1,51,Slightly Liberal,Neutral   5,"No, I've never used it",1.749,0
Somewhat Inaccurate (2),No Engagement,Yes,1,1,52,Slightly Liberal,Neutral   5,"Yes,  but I just started using it",10.835,6.156
Very Inaccurate (1),Reply,Yes,1,1,53,Slightly Liberal,Neutral   5,"Yes,  but I just started using it",4.584,0
Somewhat Accurate (4),No Engagement,Yes,3,1,54,Very Conservative,Neutral   5,"No, I've never used it",3.138,0
Somewhat Accurate (4),No Engagement,Yes,2,1,55,Slightly Conservative,Neutral   5,"No, I've never used it",16.186,11.978
Very Inaccurate (1),No Engagement,Yes,2,1,56,Slightly Liberal,8,"Yes,  but I just started using it",16.753,14.465
Somewhat Accurate (4),Like,Yes,1,1,57,Slightly Liberal,3,"Yes, somewhat experienced",5.637,1.193
Somewhat Inaccurate (2),No Engagement,Yes,3,1,58,Prefer not to say,4,"No, I've never used it",14.618,3.951
Somewhat Accurate (4),No Engagement,Yes,1,1,59,Slightly Liberal,Neutral   5,"Yes,  but I just started using it",7.502,0
Very Inaccurate (1),No Engagement,Yes,2,1,60,Slightly Liberal,4,"No, I've never used it",1.789,4.985
